"node_index","node_id","node_type","node_name","node_description","node_source"
"727","COMP_0c7570c1af","Complication","Tổn thương tim","Hậu quả của tăng huyết áp gây tổn thương cơ tim và mạch máu. | Hậu quả của tăng huyết áp gây tổn hại cơ tim và mạch máu. | Hậu quả của tăng huyết áp tác động lên cơ tim.","https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/tang-huyet-ap-can-benh-tham-lang-nhung-nguy-hiem-8463-146.html"
"728","COMP_0e54e62577","Complication","Viêm phổi","Biến chứng hô hấp do bội nhiễm, thường gặp ở người có đái tháo đường không kiểm soát tốt.","https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421"
"729","COMP_0f52387c64","Complication","Tổn thương tiêu hóa","Rụng răng, viêm dạ dày, rối loạn chức năng gan.","https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421"
"730","COMP_10ffcd8dfe","Complication","Biến chứng mạn tính","Tổn thương lâu dài ở mắt, thận, tim mạch, thần kinh do đường huyết cao.","https://web.archive.org/web/http://bvthanhpho.ytethanhhoa.gov.vn/web/trang-chu/khoa-phong-chuc-nang/khoa-lam-sang/khoa-noi-nhi/benh-dai-thao-duong-va-dau-hieu-nhan-biet-benh-dai-thao-duong.html"
"731","COMP_13f80fac1c","Complication","Cơn hen cấp tính","Cơn hen nặng gây khó thở, khò khè, ho kéo dài, nguy hiểm đến tính mạng nếu không xử lý kịp thời.","https://www.vinmec.com/vie/benh/hen-phe-quan-2949"
"732","COMP_18400a45ab","Complication","Biến chứng bàn chân","Các biến chứng nghiêm trọng ảnh hưởng đến chất lượng cuộc sống và có thể dẫn đến cắt cụt chi.","https://web.archive.org/web/https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/cap-nhat-chan-doan-dieu-tri-benh-dai-thao-duong-va-bien-chung-8971-144.html"
"733","COMP_190e30a376","Complication","Tổn thương thần kinh thực vật","Ảnh hưởng đến huyết áp, tiêu hóa, tiết niệu, sinh dục. Biểu hiện tụt huyết áp, ngất, rối loạn chức năng. | Ảnh hưởng đến hệ tiêu hóa, tiết niệu, sinh dục: tụt huyết áp, ngất, rối loạn chức năng sinh dục... | Ảnh hưởng đến huyết áp, tiêu hóa, tiết niệu, sinh dục. Biểu hiện tụt huyết áp, ngất, rối loạn chức năng.","https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421"
"734","COMP_19503ea678","Complication","Mù","Tổn thương võng mạc do tăng huyết áp gây mất thị lực nghiêm trọng.","http://bvhoanghoa.ytethanhhoa.gov.vn/web/khoa-phong-chuc-nang/khoa-phong-chuc-nang/to-cong-tac-xa-hoi/dieu-can-luu-y-khi-dieu-tri-tang-huyet-ap.html | http://bvhoanghoa.ytethanhhoa.gov.vn/web/khoa-phong-chuc-nang/khoa-phong-chuc-nang/phong-cong-tac-xa-hoi/dieu-can-luu-y-khi-dieu-tri-tang-huyet-ap.html | http://bvhoanghoa.ytethanhhoa.gov.vn/web/khoa-phong-chuc-nang/khoa-phong-chuc-nang/phong-cong-tac-xa-hoi/dieu-can-luu-y-khi-dieu-tri-tang-huyet-ap.html"
"735","COMP_19fe71cd88","Complication","Đột quỵ","Do biến chứng tim mạch, huyết áp cao và rối loạn lưu thông máu. | Do tổn thương mạch máu não do tăng glucose, huyết áp và các yếu tố nguy cơ khác. | Do tổn thương mạch não do rối loạn chuyển hóa và huyết áp cao. | Tình trạng thiếu máu não do tắc nghẽn hoặc vỡ mạch máu. | Do tổn thương mạch máu và tim mạch, dẫn đến tổn thương não. | Do tắc mạch não, là biến chứng nguy hiểm nhất gây tử vong. | Do biến chứng mạch máu não, là một trong những nguyên nhân hàng đầu gây đột quỵ. | Do tắc mạch não, là biến chứng nguy hiểm nhất gây tử vong. | Do tắc mạch não, biến chứng mạch máu lớn nguy hiểm nhất. | Một trong các biến cố tim mạch nghiêm trọng, được statin giúp phòng ngừa tiên phát và thứ phát. | Do tổn thương mạch máu não, thường xảy ra do rối loạn lipid và glucose kéo dài. | Biến chứng do tổn thương mạch não, thường gặp ở bệnh nhân tăng huyết áp độ 3. | Biến chứng nghiêm trọng do tăng huyết áp gây ra, có thể dẫn đến tàn phế vĩnh viễn. | Biến chứng do tổn thương mạch não, thường gặp ở bệnh nhân tăng huyết áp độ 3. | Tình trạng thiếu máu lên não do tắc nghẽn hoặc vỡ mạch máu. | Có thể là nhồi máu não hoặc xuất huyết não - biến chứng phổ biến và nguy hiểm nhất của tăng huyết áp. | Biến chứng do tổn thương mạch não, thường gặp ở bệnh nhân tăng huyết áp độ 3. | Biến chứng do tổn thương mạch não, thường gặp ở người có nguy cơ tim mạch cao. | Có thể là nhồi máu não hoặc xuất huyết não - biến chứng nguy hiểm và phổ biến ở người tăng huyết áp.","https://syt.dongnai.gov.vn/vi/news/Suc-khoe-cong-dong/nhung-bien-chung-nguy-hiem-cua-benh-tieu-duong-2511.html | https://web.archive.org/web/https://www.vinmec.com/vie/bai-viet/tong-quan-ve-benh-dai-thao-duong-vi | https://www.vinmec.com/vie/bai-viet/tong-quan-ve-benh-dai-thao-duong-vi | https://web.archive.org/web/https://syt.dongnai.gov.vn/vi/news/Suc-khoe-cong-dong/nhung-bien-chung-nguy-hiem-cua-benh-tieu-duong-2511.html | https://syt.dongnai.gov.vn/vi/news/Suc-khoe-cong-dong/nhung-bien-chung-nguy-hiem-cua-benh-tieu-duong-2511.html | https://web.archive.org/web/https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/dai-thao-duong-can-benh-nhieu-bien-chung-nguy-hiem-8-trieu-nguoi-viet-nam-dang-mac-9624-146.html | https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/dai-thao-duong-can-benh-nhieu-bien-chung-nguy-hiem-8-trieu-nguoi-viet-nam-dang-mac-9624-146.html | https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/dai-thao-duong-can-benh-nhieu-bien-chung-nguy-hiem-8-trieu-nguoi-viet-nam-dang-mac-9624-146.html | https://web.archive.org/web/https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/dai-thao-duong-can-benh-nhieu-bien-chung-nguy-hiem-8-trieu-nguoi-viet-nam-dang-mac-9624-146.html | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://www.vinmec.com/vie/bai-viet/tong-quan-ve-benh-dai-thao-duong-vi | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | http://cdc.hatinh.gov.vn/vi/%1Cbenh-khong-lay-nhiem/topic/6029 | https://web.archive.org/web/http://cdc.hatinh.gov.vn/vi/%1Cbenh-khong-lay-nhiem/topic/6029 | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | http://bvhoanghoa.ytethanhhoa.gov.vn/web/khoa-phong-chuc-nang/khoa-phong-chuc-nang/phong-cong-tac-xa-hoi/dieu-can-luu-y-khi-dieu-tri-tang-huyet-ap.html | https://web.archive.org/web/http://bvhoanghoa.ytethanhhoa.gov.vn/web/khoa-phong-chuc-nang/khoa-phong-chuc-nang/to-cong-tac-xa-hoi/dieu-can-luu-y-khi-dieu-tri-tang-huyet-ap.html | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://web.archive.org/web/http://bvhoanghoa.ytethanhhoa.gov.vn/web/khoa-phong-chuc-nang/khoa-phong-chuc-nang/to-cong-tac-xa-hoi/dieu-can-luu-y-khi-dieu-tri-tang-huyet-ap.html"
"736","COMP_1de11762db","Complication","Bệnh phổi tắc nghẽn mạn tính (COPD)","Triệu chứng tương tự hen nhưng do tổn thương phổi mãn tính, cần loại trừ.","https://www.vinmec.com/vie/benh/hen-phe-quan-2949"
"737","COMP_2138243b08","Complication","Suy thận cấp tính","Do tích tụ chất thải trong máu do chức năng lọc giảm.","https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
"738","COMP_2191e3333f","Complication","Bệnh tim mạch và đột quỵ","Gây tăng huyết áp, nhồi máu cơ tim, tai biến mạch máu não do tổn thương động mạch.","https://cdc.ninhbinh.gov.vn/tin-tuc-su-kien/benh-dai-thao-duong-va-cach-phong-ngua-benh2.html"
"739","COMP_21d2d0bc96","Complication","Tổn thương hệ thần kinh","Hệ thần kinh bị tổn thương do thiếu máu và rối loạn chuyển hóa.","https://web.archive.org/web/https://medlatec.vn/tin-tuc/benh-dai-thao-duong-anh-huong-nhu-the-nao-toi-suc-khoe-s195-n19438"
"740","COMP_23e8fcc60e","Complication","Viêm loét dạ dày","Tổn thương niêm mạc dạ dày do tác dụng phụ của thuốc.","https://www.vinmec.com/vie/bai-viet/bien-chung-lau-dai-cua-benh-hen-phe-quan-vi"
"741","COMP_240414176f","Complication","Mất sức lao động","Hậu quả của các biến chứng do tăng huyết áp gây ra.","https://chanthuongvacotsong.bachmai.gov.vn/cao-huyet-ap-am-tham-ma-rat-hiem/"
"742","COMP_244a82c6eb","Complication","Bệnh võng mạc đái tháo đường chưa tăng sinh","Loại tổn thương võng mạc ở giai đoạn sớm hơn. | Loại tổn thương võng mạc chiếm 22,2% trong nghiên cứu.","https://web.archive.org/web/https://nsti.vista.gov.vn/publication/view/dac-diem-lam-sang-can-lam-sang-va-bien-chung-mat-tren-benh-nhan-dai-thao-duong-type-2-dieu-tri-tai-khoa-noi-3-benh-vien-huu-nghi-viet-tiep-hai-phong-339420.html | https://nsti.vista.gov.vn/publication/view/dac-diem-lam-sang-can-lam-sang-va-bien-chung-mat-tren-benh-nhan-dai-thao-duong-type-2-dieu-tri-tai-khoa-noi-3-benh-vien-huu-nghi-viet-tiep-hai-phong-339420.html"
"743","COMP_24558ad9ec","Complication","Suy hô hấp cấp tính","Biến chứng nguy hiểm trong bệnh dại hoặc các bệnh truyền nhiễm nặng.","https://web.archive.org/web/http://www.tapchiyhocduphong.vn/tap-chi-y-hoc-du-phong/2015/08/kien-thuc-ve-benh-dai-thao-duong-va-mot-so-yeu-to-lien-quan-cua-nguoi-benh-tai-c-o81E20305.html"
"744","COMP_24c4f209b6","Complication","Tăng huyết áp","Gây tổn thương mạch máu và là yếu tố nguy cơ tim mạch trong ĐTĐ. | Huyết áp tâm thu ≥140 mmHg và/hoặc huyết áp tâm trương ≥90 mmHg. | Nguyên nhân chính gây suy thận mạn tính và hậu quả của bệnh thận. | Nguyên nhân gây suy thận mạn tính và hậu quả của bệnh thận.","https://web.archive.org/web/http://bvthanhpho.ytethanhhoa.gov.vn/web/trang-chu/khoa-phong-chuc-nang/khoa-lam-sang/khoa-noi-nhi/benh-dai-thao-duong-va-dau-hieu-nhan-biet-benh-dai-thao-duong.html | https://web.archive.org/web/https://www.benhviendakhoasongma.gov.vn/bai-viet/benh-dai-thao-duong-220 | https://web.archive.org/web/http://soyte.hatinh.gov.vn/tin-tuc-su-kien/pho-bien-kien-thuc/dau-hieu-benh-than-va-suy-than-.html | http://soyte.hatinh.gov.vn/tin-tuc-su-kien/pho-bien-kien-thuc/dau-hieu-benh-than-va-suy-than-.html"
"745","COMP_259e0f20c9","Complication","Biến chứng thận đái tháo đường (BCTĐTĐ)","Tổn thương chức năng thận do đái tháo đường gây ra, có thể dẫn đến suy thận.","https://nsti.vista.gov.vn/publication/view/nghien-cuu-dac-diem-lam-sang-can-lam-sang-va-danh-gia-bien-chung-than-o-benh-nhan-dai-thao-duong-type-2-tai-khoa-noi-3-benh-vien-huu-nghi-viet-tiep-hai-phong-350723.html"
"746","COMP_275cb81cda","Complication","Ung thư phổi","Tăng nguy cơ phát triển ung thư do tổn thương mãn tính.","https://www.vinmec.com/vie/bai-viet/benh-phoi-tac-nghen-man-tinh-copd-vi"
"747","COMP_27e3a907cf","Complication","Loét bàn chân và cắt cụt chân","Tổn thương thần kinh và tuần hoàn dẫn đến loét, nhiễm trùng, phải cắt cụt. | Do tổn thương thần kinh và tuần hoàn, dẫn đến mất cảm giác, nhiễm trùng nặng.","https://web.archive.org/web/https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/dai-thao-duong-can-benh-nhieu-bien-chung-nguy-hiem-8-trieu-nguoi-viet-nam-dang-mac-9624-146.html | https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/dai-thao-duong-can-benh-nhieu-bien-chung-nguy-hiem-8-trieu-nguoi-viet-nam-dang-mac-9624-146.html"
"748","COMP_27eb63e13d","Complication","Tử vong sớm","Người bệnh ĐTĐ bị rút ngắn tuổi thọ từ 9 đến 12 năm do biến chứng tim mạch và thần kinh ngoại biên. | Nguyên nhân tử vong do tăng huyết áp trên toàn cầu. | Nguyên nhân tử vong hàng đầu do tăng huyết áp toàn cầu.","https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/tang-huyet-ap-can-benh-tham-lang-nhung-nguy-hiem-8463-146.html"
"749","COMP_285d3d133d","Complication","Bệnh động mạch ngoại biên","Gây đau chân khi đi lại, loét, hoại tử - do xơ vữa động mạch ở chân. | Gây đau chân khi đi lại, loét hoặc hoại tử chi - do xơ vữa động mạch.","https://web.archive.org/web/http://bvhoanghoa.ytethanhhoa.gov.vn/web/khoa-phong-chuc-nang/khoa-phong-chuc-nang/to-cong-tac-xa-hoi/dieu-can-luu-y-khi-dieu-tri-tang-huyet-ap.html"
"750","COMP_28c837c523","Complication","Tổn thương thần kinh ngoại biên","Gây đau, ngứa ran, tê ở bàn chân và tay, rối loạn tiêu hóa, yếu sinh lý. | Gây đau, ngứa ran, tê ở bàn chân và tay, rối loạn tiêu hóa, khó cương cứng. | Gây đau, ngứa ran, tê ở bàn chân và tay, rối loạn tiêu hóa, yếu sinh lý. | Gây yếu chân tay, cảm giác kiến bò, nóng rát, dáng đi thay đổi.","http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | https://web.archive.org/web/http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | https://web.archive.org/web/http://soyte.hatinh.gov.vn/tin-tuc-su-kien/pho-bien-kien-thuc/dau-hieu-benh-than-va-suy-than-.html | http://soyte.hatinh.gov.vn/tin-tuc-su-kien/pho-bien-kien-thuc/dau-hieu-benh-than-va-suy-than-.html"
"751","COMP_293a0a4141","Complication","Suy thận tiến triển nhanh","Biến chứng cấp tính do tăng huyết áp không kiểm soát.","https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/"
"752","COMP_29af8d4172","Complication","Chi phí điều trị cao","Việc thay thận hay điều trị lại vô cùng tốn kém.","https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html"
"753","COMP_2b2a34165f","Complication","Rối loạn mạch máu","Gây xơ vữa động mạch, tăng nguy cơ tim mạch. | Biến chứng do tổn thương mạch máu do tăng đường huyết.","https://xayenmo.ninhbinh.gov.vn/y-te-giao-duc/benh-dai-thao-duong-dau-hieu-nhan-biet-phan-loai-va-dieu-tri-389.html | https://web.archive.org/web/https://xayenmo.ninhbinh.gov.vn/y-te-giao-duc/benh-dai-thao-duong-dau-hieu-nhan-biet-phan-loai-va-dieu-tri-389.html"
"754","COMP_2c20848769","Complication","Rụng răng","Biến chứng tiêu hóa – răng miệng do rối loạn chuyển hóa và viêm nhiễm.","https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421"
