"node_index","node_id","node_type","node_name","node_description","node_source"
"1962","PATH_2c40521b42","Pathogen","Không có tác nhân gây bệnh được trích xuất","Không mô tả","https://web.archive.org/web/https://xayenmo.ninhbinh.gov.vn/y-te-giao-duc/benh-dai-thao-duong-dau-hieu-nhan-biet-phan-loai-va-dieu-tri-389.html | https://xayenmo.ninhbinh.gov.vn/y-te-giao-duc/benh-dai-thao-duong-dau-hieu-nhan-biet-phan-loai-va-dieu-tri-389.html | https://web.archive.org/web/https://vista.gov.vn/vi/news/cac-linh-vuc-khoa-hoc-va-cong-nghe/dau-an-sinh-hoc-moi-trong-phat-trien-som-bien-chung-than-do-dai-thao-duong-9409.html"
"1963","PATH_32606e013e","Pathogen","Không có vi sinh vật cụ thể","Bệnh đái tháo đường týp 2 không do vi khuẩn hay virus gây ra, mà do rối loạn nội tiết và di truyền.","https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tuyp-2-nd14582.html"
"1964","PATH_40e1aa6d6d","Pathogen","Vi khuẩn gây viêm phế quản","Gây viêm cấp trong đường thở, làm tăng nguy cơ co thắt.","https://medlatec.vn/tu-dien-benh-ly/con-hen-ac-tinh"
"1965","PATH_41488d29bc","Pathogen","Virus Coxsackie B","Loại virus có thể gây tổn thương tụy, dẫn đến phát triển đái tháo đường típ 1.","https://web.archive.org/web/https://ttytiapa.gialai.gov.vn/van-ban/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tip-1-o-.html"
"1966","PATH_41636db03b","Pathogen","Chlamydia pneumoniae","Không mô tả","https://bachmai.gov.vn/bai-viet/tho-may-khong-xam-nhap-trong-dieu-tri-benh-phoi-tac-nghen-man-tinh?id=828a5ae0-e152-ef2d-e6b5-48a6c8bafe5b"
"1967","PATH_45536515fb","Pathogen","Khí thải công nghiệp","Chất gây viêm đường thở, đặc biệt trong môi trường đô thị hoặc giao mùa.","https://web.archive.org/web/https://benhviennhitrunguong.gov.vn/tag/hen-phe-quan"
"1968","PATH_4723dede1d","Pathogen","Vi khuẩn gây nhiễm khuẩn huyết","Nguyên nhân thuận lợi phổ biến, có thể dẫn đến hôn mê TALTT do mất nước và tăng áp lực thẩm thấu.","https://web.archive.org/web/https://benhviendakhoasongma.gov.vn/bai-viet/hon-me-tang-ap-luc-tham-thau-do-dai-thao-duong-210"
"1969","PATH_48f86ced2d","Pathogen","Vi khuẩn và virus gây viêm nhiễm đường hô hấp","Nguyên nhân gây cơn hen do nhiễm trùng, đặc biệt trong mùa lạnh.","https://web.archive.org/web/http://phacdo.soytequangninh.gov.vn/news/tin-tuc-su-kien/hen-phe-quan-hieu-dung-de-song-khoe-dieu-tri-hieu-qua-phong-ngua-chu-dong.html"
"1970","PATH_4cc38e02ca","Pathogen","Chưa xác định","Không có thông tin về tác nhân gây bệnh đái tháo đường.","https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421"
"1971","PATH_4d23437eb2","Pathogen","Haemophilus influenzae","Vi khuẩn thường gặp gây đợt cấp BPTNMT, đặc biệt ở người cao tuổi và bệnh nhân suy hô hấp.","https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-phoi-tac-nghen-man-tinh-nd14577.html"
"1972","PATH_4ecc204005","Pathogen","Vi khuẩn","Là một trong những nguyên nhân gây hen phế quản. | Gây nhiễm trùng đường hô hấp, làm trầm trọng thêm tình trạng viêm và co thắt phế quản. | Là một trong những nguyên nhân gây hen phế quản. | Là một trong những nguyên nhân gây hen phế quản.","http://phacdo.soytequangninh.gov.vn/news/chuyen-khoa-sau/phong-benh-hen-phe-quan-khi-thoi-tiet-thay-doi.html | https://web.archive.org/web/https://benhviennhitrunguong.gov.vn/tag/hen-phe-quan | http://phacdo.soytequangninh.gov.vn/news/chuyen-khoa-sau/phong-benh-hen-phe-quan-khi-thoi-tiet-thay-doi.html | https://web.archive.org/web/http://phacdo.soytequangninh.gov.vn/news/chuyen-khoa-sau/phong-benh-hen-phe-quan-khi-thoi-tiet-thay-doi.html | http://phacdo.soytequangninh.gov.vn/news/chuyen-khoa-sau/phong-benh-hen-phe-quan-khi-thoi-tiet-thay-doi.html"
"1973","PATH_55e7361578","Pathogen","Vi khuẩn gây viêm họng","Có thể là nguyên nhân kích hoạt phản ứng viêm trong đường thở.","https://medlatec.vn/tu-dien-benh-ly/con-hen-ac-tinh"
"1974","PATH_5dd0f3793c","Pathogen","Không có vi khuẩn hay virus gây bệnh","Hen phế quản không do nhiễm trùng gây ra, nên không lây truyền.","https://www.vinmec.com/vie/benh/hen-phe-quan-2949"
"1975","PATH_5e57f2cbc0","Pathogen","Staphylococcus aureus","Vi khuẩn gây nhiễm trùng da và vết thương, không phải nguyên nhân của đái tháo đường. | Vi khuẩn gây nhiễm trùng da và các tổn thương khác ở người mắc ĐTĐ típ 1.","https://web.archive.org/web/https://benhvienquynhon.gov.vn/tin-tuc/hoat-dong-cua-ttyt/dai-thao-duong-va-nhung-dieu-ban-can-biet/ | https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
"1976","PATH_610b5c74ec","Pathogen","Không có vi khuẩn hoặc virus được đề cập","Biến chứng thận do đái tháo đường là kết quả của tổn thương mạch máu nhỏ do tăng đường huyết và huyết áp, không phải do nhiễm trùng.","https://web.archive.org/web/https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html"
"1977","PATH_650965e7ca","Pathogen","Vi khuẩn gây viêm tụy cấp","Gây biến chứng cấp tính trong đái tháo đường.","https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/"
"1978","PATH_6a3c2d3ed3","Pathogen","Virus cúm","Nguyên nhân phổ biến gây đợt cấp BPTNMT, đặc biệt khi không tiêm vắc xin.","https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-phoi-tac-nghen-man-tinh-nd14577.html"
"1979","PATH_6ccde4b17e","Pathogen","Escherichia coli","Vi khuẩn gây nhiễm trùng đường tiết niệu, không liên quan đến ĐTĐ típ 1.","https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
"1980","PATH_7a42e9f3df","Pathogen","Mycobacterium tuberculosis","Vi khuẩn gây bệnh lao, không phải nguyên nhân của đái tháo đường. | Vi khuẩn gây bệnh lao, không liên quan đến ĐTĐ típ 1.","https://web.archive.org/web/https://benhvienquynhon.gov.vn/tin-tuc/hoat-dong-cua-ttyt/dai-thao-duong-va-nhung-dieu-ban-can-biet/ | https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
"1981","PATH_85dade640a","Pathogen","Các vi khuẩn gây nhiễm trùng máu","Gây biến chứng cấp tính trong đái tháo đường.","https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/"
"1982","PATH_880926a062","Pathogen","Các vi khuẩn gây nhiễm trùng","Gây biến chứng cấp tính như viêm phổi, viêm màng não, nhiễm trùng đường tiêu hóa. | Gây hôn mê nhiễm toan ceton do rối loạn chuyển hóa. | Gây hôn mê nhiễm toan ceton do rối loạn chuyển hóa.","https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/"
"1983","PATH_8a0adc867a","Pathogen","Nấm và nấm mốc","Là một trong những nguyên nhân gây hen phế quản.","http://phacdo.soytequangninh.gov.vn/news/chuyen-khoa-sau/phong-benh-hen-phe-quan-khi-thoi-tiet-thay-doi.html | https://web.archive.org/web/http://phacdo.soytequangninh.gov.vn/news/chuyen-khoa-sau/phong-benh-hen-phe-quan-khi-thoi-tiet-thay-doi.html"
"1984","PATH_8cb0a6c3db","Pathogen","Vi khuẩn gây nhiễm khuẩn tiết niệu","Nguyên nhân thuận lợi phổ biến, có thể dẫn đến hôn mê TALTT do mất nước và tăng áp lực thẩm thấu.","https://web.archive.org/web/https://benhviendakhoasongma.gov.vn/bai-viet/hon-me-tang-ap-luc-tham-thau-do-dai-thao-duong-210"
"1985","PATH_92b16cb61b","Pathogen","Virus đường hô hấp","Là nguyên nhân phổ biến gây cơn hen cấp do kích thích viêm đường thở.","https://web.archive.org/web/https://benhviennhitrunguong.gov.vn/tag/hen-phe-quan"
"1986","PATH_9486e9ec6c","Pathogen","Dị nguyên","Các chất gây phản ứng dị ứng, bao gồm dị nguyên hô hấp và thức ăn.","https://web.archive.org/web/https://benhviennhitrunguong.gov.vn/loi-khuyen-cua-cac-chuyen-gia-di-ung-ve-benh-hen-2.html"
"1987","PATH_95d5d35710","Pathogen","Virus cúm A (H1N1)","Loại virus có thể gây tổn thương tụy, dẫn đến phát triển đái tháo đường típ 1.","https://web.archive.org/web/https://ttytiapa.gialai.gov.vn/van-ban/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tip-1-o-.html"
"1988","PATH_9b360d212c","Pathogen","Virus cúm A/H5N1","Vi rút gây bệnh truyền nhiễm nặng, có khả năng lây lan từ gia cầm sang người.","https://web.archive.org/web/http://www.tapchiyhocduphong.vn/tap-chi-y-hoc-du-phong/2015/08/kien-thuc-ve-benh-dai-thao-duong-va-mot-so-yeu-to-lien-quan-cua-nguoi-benh-tai-c-o81E20305.html"
"1989","PATH_a495f239ee","Pathogen","Vi khuẩn gây nhiễm trùng tiết niệu","Gây biến chứng cấp tính trong đái tháo đường.","https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-dai-thao-duong-type-2/"
"1990","PATH_a4fa33bf24","Pathogen","Vi khuẩn gây viêm nhiễm đường hô hấp","Các vi khuẩn sinh sôi trong môi trường đàm nhớt tắc nghẽn.","https://www.vinmec.com/vie/bai-viet/bien-chung-lau-dai-cua-benh-hen-phe-quan-vi"
"1991","PATH_a9ecc729ea","Pathogen","Candida albicans","Nấm gây nhiễm trùng da và niêm mạc, không phải nguyên nhân của đái tháo đường. | Nấm gây nhiễm trùng thứ phát ở người mắc ĐTĐ típ 1 do hệ miễn dịch suy yếu.","https://web.archive.org/web/https://benhvienquynhon.gov.vn/tin-tuc/hoat-dong-cua-ttyt/dai-thao-duong-va-nhung-dieu-ban-can-biet/ | https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
"1992","PATH_aace69f2ea","Pathogen","Vi khuẩn và virus đường hô hấp","Nguyên nhân gây viêm nhiễm cấp tính, kích hoạt cơn hen ở người có cơ địa dị ứng.","http://phacdo.soytequangninh.gov.vn/news/tin-tuc-su-kien/hen-phe-quan-hieu-dung-de-song-khoe-dieu-tri-hieu-qua-phong-ngua-chu-dong.html"
"1993","PATH_ac213834c0","Pathogen","Virus viêm gan C","Loại virus có thể gây tổn thương tụy, dẫn đến phát triển đái tháo đường típ 1.","https://web.archive.org/web/https://ttytiapa.gialai.gov.vn/van-ban/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tip-1-o-.html"
"1994","PATH_b2e1f60556","Pathogen","Pseudomonas aeruginosa","Vi khuẩn gây nhiễm trùng nặng ở bệnh nhân BPTNMT có suy hô hấp mạn tính.","https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-benh-phoi-tac-nghen-man-tinh-nd14577.html"
"1995","PATH_b48a85ce31","Pathogen","Vi khuẩn gây viêm phổi","Một trong những nguyên nhân thuận lợi phổ biến nhất gây hôn mê TALTT. | Gây bội nhiễm trong quá trình diễn tiến cơn hen.","https://web.archive.org/web/https://benhviendakhoasongma.gov.vn/bai-viet/hon-me-tang-ap-luc-tham-thau-do-dai-thao-duong-210 | https://medlatec.vn/tu-dien-benh-ly/con-hen-ac-tinh"
"1996","PATH_b67efa05c5","Pathogen","Virus tự miễn","Nguyên nhân gây phá hủy tế bào beta tụy trong ĐTĐ típ 1.","https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
"1997","PATH_ba74d2cfeb","Pathogen","Virus Echo","Loại virus có thể gây tổn thương tụy, dẫn đến phát triển đái tháo đường típ 1.","https://web.archive.org/web/https://ttytiapa.gialai.gov.vn/van-ban/huong-dan-chan-doan-va-dieu-tri-benh-dai-thao-duong-tip-1-o-.html"
"1998","PATH_c3c0f60ae7","Pathogen","Nấm, nấm mốc","Là yếu tố kích thích dị ứng và làm nặng cơn hen.","http://phacdo.soytequangninh.gov.vn/news/chuyen-khoa-sau/phong-benh-hen-phe-quan-khi-thoi-tiet-thay-doi.html"
"1999","PATH_c6701cc1db","Pathogen","Virus sởi","Vi rút gây bệnh truyền nhiễm cấp tính, lây lan qua đường hô hấp.","https://web.archive.org/web/http://www.tapchiyhocduphong.vn/tap-chi-y-hoc-du-phong/2015/08/kien-thuc-ve-benh-dai-thao-duong-va-mot-so-yeu-to-lien-quan-cua-nguoi-benh-tai-c-o81E20305.html"
"2000","PATH_c7085a1438","Pathogen","Vi khuẩn gây nhiễm trùng đường hô hấp","Nguyên nhân gây đợt cấp COPD, thường là vi khuẩn phổi.","https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/tho-may-khong-xam-nhap-trong-dieu-tri-benh-phoi-tac-nghen-man-tinh?id=828a5ae0-e152-ef2d-e6b5-48a6c8bafe5b"
"2001","PATH_c969ae430a","Pathogen","Kháng thể GAD65","Một trong những kháng thể đặc hiệu cho ĐTĐ típ 1.","https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
"2002","PATH_cc0cbb02fc","Pathogen","Không nêu rõ tác nhân gây bệnh","Bài viết không đề cập đến vi khuẩn, virus hay ký sinh trùng nào gây ra đái tháo đường. | Bệnh đái tháo đường không do vi khuẩn hay virus gây ra.","https://xayenmo.ninhbinh.gov.vn/y-te-giao-duc/benh-dai-thao-duong-dau-hieu-nhan-biet-phan-loai-va-dieu-tri-389.html | https://web.archive.org/web/https://xayenmo.ninhbinh.gov.vn/y-te-giao-duc/benh-dai-thao-duong-dau-hieu-nhan-biet-phan-loai-va-dieu-tri-389.html"
"2003","PATH_d6ebd8f896","Pathogen","Kháng thể ZnT8","Kháng thể đặc hiệu cho ĐTĐ típ 1, giúp chẩn đoán sớm.","https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
"2004","PATH_dbb3a3b507","Pathogen","Vi khuẩn gây nhiễm trùng bàn chân","Các loại vi khuẩn phổ biến như Staphylococcus aureus, Streptococcus spp.","https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/cap-nhat-chan-doan-dieu-tri-benh-dai-thao-duong-va-bien-chung-8971-144.html"
"2005","PATH_dbecf65fa2","Pathogen","Vi khuẩn gây nhiễm khuẩn","Nguyên nhân phổ biến nhất gây hôn mê TALTT, bao gồm viêm phổi, nhiễm khuẩn tiết niệu, nhiễm khuẩn huyết.","https://web.archive.org/web/https://benhviendakhoasongma.gov.vn/bai-viet/hon-me-tang-ap-luc-tham-thau-do-dai-thao-duong-210"
"2006","PATH_e42440345c","Pathogen","Kháng thể tự miễn","Chứng chỉ định ĐTĐ típ 1 do hệ miễn dịch tấn công tế bào beta tụy.","https://benhviennhitrunguong.gov.vn/hoi-thao-xu-huong-dieu-tri-dai-thao-duong-tip-1-chung-ta-khong-the-dung-ngoai.html"
"2007","PATH_e9174821bf","Pathogen","Vi khuẩn Gram dương","Các vi khuẩn phổ biến gây nhiễm trùng da và mô mềm, dễ phát triển trong môi trường ẩm.","https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/cap-nhat-chan-doan-dieu-tri-benh-dai-thao-duong-va-bien-chung-8971-144.html"
"2008","PATH_e9e4381e49","Pathogen","Không có tác nhân gây bệnh","Tiểu đường là bệnh mạn tính không do vi khuẩn, virus hay ký sinh trùng. | Đái tháo đường là rối loạn chuyển hóa không do vi khuẩn hay virus. | Đái tháo đường tuýp 2 là bệnh nội tiết do rối loạn chuyển hóa insulin, không phải do vi khuẩn hay virus. | Đái tháo đường tuýp 2 là bệnh nội tiết do rối loạn chuyển hóa insulin, không phải do vi khuẩn hay virus. | Tiểu đường là bệnh mạn tính không do vi khuẩn, virus hay ký sinh trùng.","https://web.archive.org/web/https://syt.dongnai.gov.vn/vi/news/Suc-khoe-cong-dong/nhung-bien-chung-nguy-hiem-cua-benh-tieu-duong-2511.html | https://benhvienquynhon.gov.vn/tin-tuc/hoat-dong-cua-ttyt/dai-thao-duong-va-nhung-dieu-ban-can-biet/ | http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | http://ttyt.tamduong.laichau.gov.vn/quan-ly-nha-nuoc/hoat-dong-doan-doi/dai-thao-duong-tuyp-2-nguyen-nhan-trieu-chung-chan-doan-va-d.html | https://web.archive.org/web/https://syt.dongnai.gov.vn/vi/news/Suc-khoe-cong-dong/nhung-bien-chung-nguy-hiem-cua-benh-tieu-duong-2511.html"
"2009","PATH_f7c630d49d","Pathogen","Vi khuẩn Gram âm","Các vi khuẩn có khả năng kháng thuốc cao, thường gặp trong nhiễm trùng nặng.","https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/cap-nhat-chan-doan-dieu-tri-benh-dai-thao-duong-va-bien-chung-8971-144.html"
"2010","PATH_f88d9c0f84","Pathogen","Virus gây cảm lạnh và cúm","Các virus thường gặp gây viêm đường hô hấp trên, kích hoạt cơn hen.","https://medlatec.vn/tu-dien-benh-ly/con-hen-ac-tinh"
"2011","PATH_fabbca15e1","Pathogen","Dị nguyên không rõ nguồn gốc","Các chất gây dị ứng không xác định được nguồn gốc, thường gặp ở trẻ em.","https://web.archive.org/web/https://benhviennhitrunguong.gov.vn/tag/hen-phe-quan"
